revenue,character_id
102.89787716852727,13642352
105.83956864750844,29703528
50.04061221995581,28081545
18.044814378201977,12663426
5.913989053,16071934
17.620219615796923,34782779
4.49,17864945
18.988962446444944,22030912
24.97,28138930
6.27908613,18436426
5.005006932676013,18136736
206.4170036368647,35590884
4.99,28834542
6.0119392346416,35949362
4.99,25820392
5.8323564,26998797
4.997877,30886740
65.63203229600096,19596017
6.903660046623917,30322780
99.92,23750668
10.33663123178352,36503087
71.93394012799011,40610795
5.926165803108809,34122426
22.470539368282463,24975625
50.52,29573601
8.299845646157122,18432263
71.6605850300049,31202208
4.32549953,27591553
23.825798475840056,37233268
4.47,17168022
4.43771372,20726214
6.557161629434955,38294258
75.60175303999999,25287229
1.99,38959671
6.98,29809972
4.99,24301403
44.88707101970949,38833171
61.92000000000001,35170007
7.108515260514976,32201397
13.069617044410291,31067957
42.58371947643362,16636584
7.1150122480872176,32410191
185.6989874,30318801
163.27468730000004,13327114
96.24,15464136
103.6610528,12408356
4.99,25384841
70.1318202637701,16718763
25.9,27140086
65.30497907936717,18265168
52.81128329125552,41358548
4.99,39202965
5.668226229476698,37182369
5.816593886462882,40978542
6.492521135920226,34467794
5.946063034766598,33928283
17.1505712,24229643
2.19,27894509
20.50099301684925,33654192
5.16622638,18736829
2.4268453,13934797
15.2,32424865
29.1161509,26566558
73.60519708605489,36814599
10.84,35860421
10.160592,20522572
7.215956663769679,30760263
6.029654036243823,33236834
55.400860693430346,20198893
6.430619543155386,40217058
7.254224968199165,31316863
6.643102954782968,11978578
10.145493079792953,30521914
4.99,26303116
34.0757748895146,36238633
24.01743061223557,33792767
29.8171217,29640738
65.16231904934044,39838938
25.51811668025813,36183249
145.38650244792868,38723415
109.4852467,11067916
21.740423740720065,35890735
4.602530247,12248713
26.551402216963773,21557802
5.551777998,28455042
17.26391452214429,32628461
9.98,23857273
6.430619543155386,40121010
5.7133881,23998355
11.998688667905148,41476285
5.7820131,26267282
4.27030054,22431204
17.9610058,30139217
34.93000000000001,25493585
23.971928826101436,25663210
3.283178248531644,16697718
6.2410595,30784344
5.855375426621161,38760238
9.98,18217305
10.661856,27972801
1.99,26045125
6.396155899626268,35293310
36.45038751025463,14432724
2.7973994025654543,29746791
36.48879697944447,25475760
4.42362085,19291359
7.13557368837844,35509326
6.4353374,12960678
8.152635637637403,17362257
73.25138685367385,24344712
5.365053573892117,41306246
34.248991494,19930230
6.11,30450246
11.05583195135434,41015871
5.900131406044679,38273650
21.96,10732898
5.652464596122287,41438197
6.038275406951166,41117186
89.36907113198141,38282344
6.84843917699984,34516462
6.1321044546851,40578365
82.08711580768446,35279671
11.6964372,30841315
4.31680931,21434085
15.95,24582003
6.4353374,11187056
5.8162707,28385329
27.754710852731527,33088300
13.941051447556102,30122864
24.240826655419653,37994614
49.4776556590981,33647223
11.32741798,29181750
8.232693196066785,17056748
43.08232705511927,32087938
16.96,24638813
5.382882882882882,41451974
14.41642498,17588048
13.397475,20834866
5.145108286811577,10684575
72.8285727,28724142
11.74519979826637,35191696
4.99,25081931
9.98,26860383
26.48,40599640
10.065469507081108,30969103
8.003207698476343,25630090
5.26,23972388
6.913751298926221,29204198
20.71263905192007,24560935
7.108515260514976,33680481
